run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.med_dt,metrics.mdt,metrics.std,params.random_max_time_warp_percent,params.max_noise_temperature,params.random_warp_status_times,params.pred_hor,params.max_noise,params.n_aug,params.add_noise,params.model_class,params.add_noise_temperature,params.n_dev,params.by_metric,tags.mlflow.user,tags.mlflow.source.type,tags.mlflow.runName,tags.mlflow.source.name
04215fdde55346bebd0da0f43ca7f182,397025654456766034,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/397025654456766034/04215fdde55346bebd0da0f43ca7f182/artifacts,2024-07-14 22:08:58.680000+00:00,2024-07-14 22:11:28.568000+00:00,25.25,39.93310582786389,42.725871332931085,1.0,5,True,1,20,1,True,XGBRegressor,True,40,metrics.mdt,nkuechen,LOCAL,2024-07-15T00:08:58,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
550e49128af84fe49037ff1af9b0cf7f,397025654456766034,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/397025654456766034/550e49128af84fe49037ff1af9b0cf7f/artifacts,2024-07-14 22:00:20.567000+00:00,2024-07-14 22:08:58.593000+00:00,23.75,38.463488812452226,41.68075033728545,0.5,0,True,1,10,10,True,DecisionTreeRegressor,True,40,metrics.mdt,nkuechen,LOCAL,2024-07-15T00:00:20,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
f56dd172c5a046efbf6a03756816dd6b,397025654456766034,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/397025654456766034/f56dd172c5a046efbf6a03756816dd6b/artifacts,2024-07-14 21:55:26.840000+00:00,2024-07-14 22:00:20.481000+00:00,22.0,37.93835176640055,43.516498687357654,0.5,0,True,1,10,5,True,DecisionTreeRegressor,True,40,metrics.mdt,nkuechen,LOCAL,2024-07-14T23:55:26,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
aa51d81468d3482b86ba41fefee70750,397025654456766034,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/397025654456766034/aa51d81468d3482b86ba41fefee70750/artifacts,2024-07-14 21:51:47.504000+00:00,2024-07-14 21:55:26.756000+00:00,24.875,41.66945971195301,49.38178736659276,0.5,0,True,1,10,3,True,DecisionTreeRegressor,True,40,metrics.mdt,nkuechen,LOCAL,2024-07-14T23:51:47,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
d2d09a67e89f42b49a26dc1375c9c9c4,397025654456766034,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/397025654456766034/d2d09a67e89f42b49a26dc1375c9c9c4/artifacts,2024-07-14 21:49:35.039000+00:00,2024-07-14 21:51:47.419000+00:00,27.375,41.15450765701392,42.84825626973026,0.5,0,True,1,10,1,True,DecisionTreeRegressor,True,40,metrics.mdt,nkuechen,LOCAL,2024-07-14T23:49:35,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
f53d0a4bdbab4a9fa59d210f76f1a59b,397025654456766034,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/397025654456766034/f53d0a4bdbab4a9fa59d210f76f1a59b/artifacts,2024-07-14 21:41:23.676000+00:00,2024-07-14 21:49:34.953000+00:00,23.5,40.762923787160645,45.382042020110745,1.0,0,True,1,20,10,True,LinearRegression,True,40,metrics.mdt,nkuechen,LOCAL,2024-07-14T23:41:23,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
2608a57b24b846c688d77e7e3439d9f4,397025654456766034,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/397025654456766034/2608a57b24b846c688d77e7e3439d9f4/artifacts,2024-07-14 21:36:29.982000+00:00,2024-07-14 21:41:23.589000+00:00,21.625,40.411506786289394,47.4683721682888,1.0,0,True,1,20,5,True,LinearRegression,True,40,metrics.mdt,nkuechen,LOCAL,2024-07-14T23:36:29,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
49df645aedc54a60bdebe4cb9abe4ce0,397025654456766034,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/397025654456766034/49df645aedc54a60bdebe4cb9abe4ce0/artifacts,2024-07-14 21:32:54.123000+00:00,2024-07-14 21:36:29.896000+00:00,19.5,40.65105378925682,47.660486016861086,1.0,0,True,1,20,3,True,LinearRegression,True,40,metrics.mdt,nkuechen,LOCAL,2024-07-14T23:32:54,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
f6ad718e9d194d9a827d32792bad6df1,397025654456766034,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/397025654456766034/f6ad718e9d194d9a827d32792bad6df1/artifacts,2024-07-14 21:30:39.363000+00:00,2024-07-14 21:32:54.037000+00:00,25.125,44.238411007161005,46.97501256997765,1.0,0,True,1,20,1,True,LinearRegression,True,40,metrics.mdt,nkuechen,LOCAL,2024-07-14T23:30:39,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
f490cad89a1243a68f48215986e70744,397025654456766034,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/397025654456766034/f490cad89a1243a68f48215986e70744/artifacts,2024-07-14 21:21:55.315000+00:00,2024-07-14 21:30:39.273000+00:00,26.0,40.78956839904421,41.62508807580938,1.0,5,True,1,20,10,True,XGBRegressor,True,40,metrics.mdt,nkuechen,LOCAL,2024-07-14T23:21:55,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
