run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.ibs,metrics.c_index_ipcw,params.max_noise,params.model_class,params.add_noise,params.by_metric,params.n_aug,params.n_dev,tags.mlflow.user,tags.mlflow.source.name,tags.mlflow.runName,tags.mlflow.source.type
77fcfdc8271744058471ef6dd355b5ae,722659421398569041,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/722659421398569041/77fcfdc8271744058471ef6dd355b5ae/artifacts,2024-07-12 21:28:50.168000+00:00,2024-07-12 21:32:38.186000+00:00,0.10263537985592197,0.9265196096059296,0,RandomSurvivalForest,True,metrics.c_index_ipcw,1,63,nkuechen,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py,2024-07-12T23:28:50,LOCAL
51b97c3c02a64ddda26ef9654c6f7971,722659421398569041,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/722659421398569041/51b97c3c02a64ddda26ef9654c6f7971/artifacts,2024-07-12 21:24:59.483000+00:00,2024-07-12 21:28:50.061000+00:00,0.06422703832757398,0.9008243818516144,20,CoxPHFitter,True,metrics.c_index_ipcw,1,63,nkuechen,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py,2024-07-12T23:24:59,LOCAL
b3b52cfd3bda42fbb901aa3685e2a432,722659421398569041,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/722659421398569041/b3b52cfd3bda42fbb901aa3685e2a432/artifacts,2024-07-12 21:21:10.348000+00:00,2024-07-12 21:24:59.352000+00:00,0.08127172108012537,0.9076453973082251,10,CoxPHFitter,True,metrics.c_index_ipcw,1,63,nkuechen,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py,2024-07-12T23:21:10,LOCAL
5b8e67d51b424a1ab77ece6ddc3f61b2,722659421398569041,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/722659421398569041/5b8e67d51b424a1ab77ece6ddc3f61b2/artifacts,2024-07-12 21:17:32.363000+00:00,2024-07-12 21:21:10.236000+00:00,0.14147804211104223,0.8744586110264648,0,CoxPHFitter,True,metrics.c_index_ipcw,1,63,nkuechen,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py,2024-07-12T23:17:32,LOCAL
be87598b585e44ba84c059f44c924aeb,722659421398569041,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/722659421398569041/be87598b585e44ba84c059f44c924aeb/artifacts,2024-07-12 21:13:50.815000+00:00,2024-07-12 21:17:32.250000+00:00,0.0698452576178758,0.9156672424477752,20,RandomSurvivalForest,True,metrics.c_index_ipcw,1,63,nkuechen,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py,2024-07-12T23:13:50,LOCAL
2cf8d3c879f94c4bbf83ddcd53376d5d,722659421398569041,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/722659421398569041/2cf8d3c879f94c4bbf83ddcd53376d5d/artifacts,2024-07-12 21:10:06.664000+00:00,2024-07-12 21:13:50.698000+00:00,0.07838695763599589,0.8666113155748013,10,RandomSurvivalForest,True,metrics.c_index_ipcw,1,63,nkuechen,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py,2024-07-12T23:10:06,LOCAL
03b3d87e4997432f8f8f394afce2c6b2,722659421398569041,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/722659421398569041/03b3d87e4997432f8f8f394afce2c6b2/artifacts,2024-07-12 21:06:26.832000+00:00,2024-07-12 21:10:06.547000+00:00,0.10638166855894207,0.9095869201565987,0,RandomSurvivalForest,True,metrics.c_index_ipcw,1,63,nkuechen,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py,2024-07-12T23:06:26,LOCAL
f533de3fa9264dc2a0825cad45eb0f6b,722659421398569041,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/722659421398569041/f533de3fa9264dc2a0825cad45eb0f6b/artifacts,2024-07-12 21:02:47.373000+00:00,2024-07-12 21:06:26.710000+00:00,0.07920063236234057,0.8804344029480977,20,CoxPHFitter,True,metrics.c_index_ipcw,1,63,nkuechen,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py,2024-07-12T23:02:47,LOCAL
cbff35adf35b4d54995efec024fae57b,722659421398569041,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/722659421398569041/cbff35adf35b4d54995efec024fae57b/artifacts,2024-07-12 20:59:08.782000+00:00,2024-07-12 21:02:47.258000+00:00,0.07751525474851864,0.883786415912967,10,CoxPHFitter,True,metrics.c_index_ipcw,1,63,nkuechen,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py,2024-07-12T22:59:08,LOCAL
bc3a955c4464423c9a546b859c328e25,722659421398569041,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/722659421398569041/bc3a955c4464423c9a546b859c328e25/artifacts,2024-07-12 20:55:26.084000+00:00,2024-07-12 20:59:08.670000+00:00,0.14771201765959796,0.8837039594418232,0,CoxPHFitter,True,metrics.c_index_ipcw,1,63,nkuechen,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py,2024-07-12T22:55:26,LOCAL
