run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.ibs,metrics.c_index_ipcw,params.random_warp_status_times,params.model_class,params.add_noise_temperature,params.by_metric,params.n_dev,params.add_noise,params.max_noise,params.max_noise_temperature,params.random_max_time_warp_percent,params.n_aug,tags.mlflow.runName,tags.mlflow.user,tags.mlflow.source.type,tags.mlflow.source.name
e7f5834a75714f99b9343c235a7d9e80,549101132328494905,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/549101132328494905/e7f5834a75714f99b9343c235a7d9e80/artifacts,2024-07-14 15:00:33.779000+00:00,2024-07-14 15:06:51.697000+00:00,0.14517171293043513,0.8598030826057917,True,RandomSurvivalForest,True,metrics.ibs,40,True,20,0,1.0,5,2024-07-14T17:00:33,nkuechen,LOCAL,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
01379b6275e04db896a3ae90f011a21f,549101132328494905,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/549101132328494905/01379b6275e04db896a3ae90f011a21f/artifacts,2024-07-14 14:56:18.685000+00:00,2024-07-14 15:00:33.672000+00:00,0.1196421421357372,0.8679190089335711,True,RandomSurvivalForest,True,metrics.ibs,40,True,20,0,1.0,3,2024-07-14T16:56:18,nkuechen,LOCAL,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
a42f7e6f95224a7ea48fe66f6de5982d,549101132328494905,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/549101132328494905/a42f7e6f95224a7ea48fe66f6de5982d/artifacts,2024-07-14 14:53:39.402000+00:00,2024-07-14 14:56:18.583000+00:00,0.09650981006198016,0.888914887125293,True,RandomSurvivalForest,True,metrics.ibs,40,True,20,0,1.0,1,2024-07-14T16:53:39,nkuechen,LOCAL,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
86aea5b3aa844343a5539986a49b3c61,549101132328494905,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/549101132328494905/86aea5b3aa844343a5539986a49b3c61/artifacts,2024-07-14 14:43:27.721000+00:00,2024-07-14 14:53:39.309000+00:00,0.1755359769066151,0.8648242641232988,True,CoxPHFitter,True,metrics.ibs,40,True,20,5,1.0,10,2024-07-14T16:43:27,nkuechen,LOCAL,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
7fd9dca23cb7487281261fc53f834a4f,549101132328494905,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/549101132328494905/7fd9dca23cb7487281261fc53f834a4f/artifacts,2024-07-14 14:37:23.282000+00:00,2024-07-14 14:43:27.610000+00:00,0.11803779979244922,0.8844853986456291,True,CoxPHFitter,True,metrics.ibs,40,True,20,5,1.0,5,2024-07-14T16:37:23,nkuechen,LOCAL,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
066f4b35227c4d30881c7e8c2529a725,549101132328494905,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/549101132328494905/066f4b35227c4d30881c7e8c2529a725/artifacts,2024-07-14 14:33:16.696000+00:00,2024-07-14 14:37:23.200000+00:00,0.1042882378688834,0.8438960546725424,True,CoxPHFitter,True,metrics.ibs,40,True,20,5,1.0,3,2024-07-14T16:33:16,nkuechen,LOCAL,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
71442e83ffd741cb87919cd9702739c4,549101132328494905,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/549101132328494905/71442e83ffd741cb87919cd9702739c4/artifacts,2024-07-14 14:31:06.883000+00:00,2024-07-14 14:33:16.583000+00:00,0.07922267601350849,0.8745601831709328,True,CoxPHFitter,True,metrics.ibs,40,True,20,5,1.0,1,2024-07-14T16:31:06,nkuechen,LOCAL,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
a36c10ddee6d41e5b1caba87015c6190,549101132328494905,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/549101132328494905/a36c10ddee6d41e5b1caba87015c6190/artifacts,2024-07-14 14:21:32.537000+00:00,2024-07-14 14:31:06.799000+00:00,0.16262882169276172,0.8666785815707215,True,RandomSurvivalForest,True,metrics.ibs,40,True,20,0,1.0,10,2024-07-14T16:21:32,nkuechen,LOCAL,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
1873780f89204c7eab1d8b680f2cbfd5,549101132328494905,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/549101132328494905/1873780f89204c7eab1d8b680f2cbfd5/artifacts,2024-07-14 14:16:04.169000+00:00,2024-07-14 14:21:32.446000+00:00,0.11774473302212414,0.8560757137880624,True,RandomSurvivalForest,True,metrics.ibs,40,True,20,0,1.0,5,2024-07-14T16:16:04,nkuechen,LOCAL,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
a84882ca9c464b6aaf02cde29d9d20f9,549101132328494905,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/549101132328494905/a84882ca9c464b6aaf02cde29d9d20f9/artifacts,2024-07-14 14:12:13.956000+00:00,2024-07-14 14:16:04.078000+00:00,0.10415832944822807,0.8568401129628329,True,RandomSurvivalForest,True,metrics.ibs,40,True,20,0,1.0,3,2024-07-14T16:12:13,nkuechen,LOCAL,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
db600b593f72465fb2eaf86970085b3b,549101132328494905,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/549101132328494905/db600b593f72465fb2eaf86970085b3b/artifacts,2024-07-14 14:09:53.187000+00:00,2024-07-14 14:12:13.855000+00:00,0.07819218643706462,0.9001562613289285,True,RandomSurvivalForest,True,metrics.ibs,40,True,20,0,1.0,1,2024-07-14T16:09:53,nkuechen,LOCAL,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
fe798e2d56474096b3e8d9bdd20503cf,549101132328494905,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/549101132328494905/fe798e2d56474096b3e8d9bdd20503cf/artifacts,2024-07-14 13:59:49.508000+00:00,2024-07-14 14:09:53.088000+00:00,0.16674546001292195,0.9165442674246035,True,CoxPHFitter,True,metrics.ibs,40,True,20,5,1.0,10,2024-07-14T15:59:49,nkuechen,LOCAL,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
6e295e4b34c443239070fb84e17b13a9,549101132328494905,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/549101132328494905/6e295e4b34c443239070fb84e17b13a9/artifacts,2024-07-14 13:53:53.457000+00:00,2024-07-14 13:59:49.431000+00:00,0.16172526615363697,0.8861568404040516,True,CoxPHFitter,True,metrics.ibs,40,True,20,5,1.0,5,2024-07-14T15:53:53,nkuechen,LOCAL,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
87e776eb771b4c7186b6e92030aa3ea7,549101132328494905,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/549101132328494905/87e776eb771b4c7186b6e92030aa3ea7/artifacts,2024-07-14 13:49:38.438000+00:00,2024-07-14 13:53:53.355000+00:00,0.12180657546082047,0.9111260965285687,True,CoxPHFitter,True,metrics.ibs,40,True,20,5,1.0,3,2024-07-14T15:49:38,nkuechen,LOCAL,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
4ff5f859fc804bcf8f2f84f508b452cb,549101132328494905,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/549101132328494905/4ff5f859fc804bcf8f2f84f508b452cb/artifacts,2024-07-14 13:47:06.334000+00:00,2024-07-14 13:49:38.337000+00:00,0.06588007648151344,0.8978488398714619,True,CoxPHFitter,True,metrics.ibs,40,True,20,5,1.0,1,2024-07-14T15:47:06,nkuechen,LOCAL,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
e50b37fb166b4b0da05df2060b361b7b,549101132328494905,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/549101132328494905/e50b37fb166b4b0da05df2060b361b7b/artifacts,2024-07-14 13:41:31.866000+00:00,2024-07-14 13:47:06.227000+00:00,0.10245617876788601,0.8734406944934118,True,RandomSurvivalForest,True,metrics.ibs,20,True,20,0,1.0,10,2024-07-14T15:41:31,nkuechen,LOCAL,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
2fd1f736630d468f863994bd424a6b2e,549101132328494905,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/549101132328494905/2fd1f736630d468f863994bd424a6b2e/artifacts,2024-07-14 13:38:19.987000+00:00,2024-07-14 13:41:31.765000+00:00,0.10713712651077101,0.8518286408917274,True,RandomSurvivalForest,True,metrics.ibs,20,True,20,0,1.0,5,2024-07-14T15:38:19,nkuechen,LOCAL,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
c97ade1f59344b55929d860983e2b4bb,549101132328494905,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/549101132328494905/c97ade1f59344b55929d860983e2b4bb/artifacts,2024-07-14 13:36:04.379000+00:00,2024-07-14 13:38:19.898000+00:00,0.12414801064449275,0.8162772418808185,True,RandomSurvivalForest,True,metrics.ibs,20,True,20,0,1.0,3,2024-07-14T15:36:04,nkuechen,LOCAL,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
6b00f3156eaf4c0b81571bbb9225719a,549101132328494905,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/549101132328494905/6b00f3156eaf4c0b81571bbb9225719a/artifacts,2024-07-14 13:34:40.795000+00:00,2024-07-14 13:36:04.293000+00:00,0.09212027512441784,0.8799575692480897,True,RandomSurvivalForest,True,metrics.ibs,20,True,20,0,1.0,1,2024-07-14T15:34:40,nkuechen,LOCAL,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
e13f35fb71074292b923d06ef447cb19,549101132328494905,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/549101132328494905/e13f35fb71074292b923d06ef447cb19/artifacts,2024-07-14 13:29:46.622000+00:00,2024-07-14 13:34:40.706000+00:00,0.14994018195626474,0.8760810999020648,True,CoxPHFitter,True,metrics.ibs,20,True,20,5,1.0,10,2024-07-14T15:29:46,nkuechen,LOCAL,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
1666e4f4f52443c48fb90ac031562fb4,549101132328494905,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/549101132328494905/1666e4f4f52443c48fb90ac031562fb4/artifacts,2024-07-14 13:26:45.074000+00:00,2024-07-14 13:29:46.533000+00:00,0.11344293821420919,0.857225149939155,True,CoxPHFitter,True,metrics.ibs,20,True,20,5,1.0,5,2024-07-14T15:26:45,nkuechen,LOCAL,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
