run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.c_index_ipcw,metrics.ibs,params.model_class,params.n_aug,params.random_max_time_warp_percent,params.random_warp_status_times,params.by_metric,params.n_dev,tags.mlflow.runName,tags.mlflow.source.type,tags.mlflow.user,tags.mlflow.source.name
8cf006feeac2450f9dd827452cb5502e,498940377533771453,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/498940377533771453/8cf006feeac2450f9dd827452cb5502e/artifacts,2024-07-13 00:37:43.661000+00:00,2024-07-13 00:41:23.057000+00:00,0.9077904477504453,0.10927409090475204,RandomSurvivalForest,1,0,True,metrics.c_index_ipcw,63,2024-07-13T02:37:43,LOCAL,nkuechen,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
be9aa13704ea48d091874facc8fd7c48,498940377533771453,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/498940377533771453/be9aa13704ea48d091874facc8fd7c48/artifacts,2024-07-13 00:34:03.867000+00:00,2024-07-13 00:37:43.554000+00:00,0.8935735329404716,0.08358119398604581,CoxPHFitter,1,1,True,metrics.c_index_ipcw,63,2024-07-13T02:34:03,LOCAL,nkuechen,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
1c96e0fcd945456e929280db062765d1,498940377533771453,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/498940377533771453/1c96e0fcd945456e929280db062765d1/artifacts,2024-07-13 00:30:22.243000+00:00,2024-07-13 00:34:03.767000+00:00,0.8982415532199213,0.08081791307574153,CoxPHFitter,1,0.5,True,metrics.c_index_ipcw,63,2024-07-13T02:30:22,LOCAL,nkuechen,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
fba913d70cea475cb293fb86a34676c5,498940377533771453,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/498940377533771453/fba913d70cea475cb293fb86a34676c5/artifacts,2024-07-13 00:26:44.927000+00:00,2024-07-13 00:30:22.139000+00:00,0.905848962834031,0.14103594218891624,CoxPHFitter,1,0,True,metrics.c_index_ipcw,63,2024-07-13T02:26:44,LOCAL,nkuechen,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
cc56b7819040484c83ae493a927d9cdd,498940377533771453,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/498940377533771453/cc56b7819040484c83ae493a927d9cdd/artifacts,2024-07-13 00:23:04.946000+00:00,2024-07-13 00:26:44.825000+00:00,0.9071493222221544,0.07951501395278747,RandomSurvivalForest,1,1,True,metrics.c_index_ipcw,63,2024-07-13T02:23:04,LOCAL,nkuechen,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
903603bfc2924bafb31da18f54a6e91c,498940377533771453,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/498940377533771453/903603bfc2924bafb31da18f54a6e91c/artifacts,2024-07-13 00:19:14.090000+00:00,2024-07-13 00:23:04.845000+00:00,0.9137510007536249,0.0890347075516304,RandomSurvivalForest,1,0.5,True,metrics.c_index_ipcw,63,2024-07-13T02:19:14,LOCAL,nkuechen,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
6f022b8884c5427087474ce718f3d4ea,498940377533771453,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/498940377533771453/6f022b8884c5427087474ce718f3d4ea/artifacts,2024-07-13 00:15:22.373000+00:00,2024-07-13 00:19:13.976000+00:00,0.9269472283737044,0.11515681737404082,RandomSurvivalForest,1,0,True,metrics.c_index_ipcw,63,2024-07-13T02:15:22,LOCAL,nkuechen,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
b9832e4522b34fcebb855587867d2077,498940377533771453,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/498940377533771453/b9832e4522b34fcebb855587867d2077/artifacts,2024-07-13 00:11:35.632000+00:00,2024-07-13 00:15:22.271000+00:00,0.9115353492855982,0.07098063513715702,CoxPHFitter,1,1,True,metrics.c_index_ipcw,63,2024-07-13T02:11:35,LOCAL,nkuechen,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
3b0482db7cf349a381ddbca31afc900c,498940377533771453,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/498940377533771453/3b0482db7cf349a381ddbca31afc900c/artifacts,2024-07-13 00:07:40.887000+00:00,2024-07-13 00:11:35.532000+00:00,0.882078371586471,0.071896849719924,CoxPHFitter,1,0.5,True,metrics.c_index_ipcw,63,2024-07-13T02:07:40,LOCAL,nkuechen,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
f69862a08e8f483eae1457fdcef4e496,498940377533771453,FINISHED,/home/nkuechen/Documents/Thesis/mlruns/498940377533771453/f69862a08e8f483eae1457fdcef4e496/artifacts,2024-07-13 00:03:51.972000+00:00,2024-07-13 00:07:40.786000+00:00,0.910415392884081,0.11381088976223593,CoxPHFitter,1,0,True,metrics.c_index_ipcw,63,2024-07-13T02:03:51,LOCAL,nkuechen,/home/nkuechen/miniconda3/envs/ba_niklas/lib/python3.11/site-packages/ipykernel_launcher.py
